CCF,ITU Shift,MAX IL,MIN IL,PDL,Ripple,Adj Iso,Adj Iso,Adj Iso,GD Ripple,GD Ripple,GD Ripple,GD Slope,Worst CD,Worst CD,Worst CD,Worst CD,Passband,Passband,Stopband,PMD,
194650.206143747,0.206143747491296,0.957992623686209,0.91682327267122,0,0.041169351014989,26.198718441063,26.1986519105554,25.8450468347103,0.73650803561847,1.07906589422629,1.43625011719124,1.50355498270204,18.3308443871226,18.3308443871226,-25.1128606240513,30.1716460901162,48.4398501259857,38.7664756880258,61.2729603925254,0,
194549.783407836,-0.216592164011672,0.976243822903899,0.927583189528032,0,0.048660633375867,26.0537085505057,26.0537085505057,25.8267956354926,0.800175462199775,1.1562021510637,1.57491356940483,1.99839131024045,20.424140870881,20.424140870881,21.1568754780274,32.6968151995914,48.807676729979,38.7051635520183,61.2222966311092,0,
194450.094852335,0.0948523354891222,0.982490338227339,0.927614113483705,0,0.054876224743634,25.8607307425105,25.8607307425105,25.0677863316706,0.837419381058623,1.11715379138755,1.6093516617205,1.66544199300374,21.4416368765455,21.4416368765455,24.1700234461746,33.6602381309262,48.1185659940238,38.9085440040217,61.2881120206439,0,
194349.878437507,-0.121562493499368,0.984448364914742,0.926666175182167,0,0.057782189732575,25.8587727158231,25.8587727158231,25.0658283049832,0.751462241508392,1.33595154173594,1.71325967446202,1.74243810418719,-21.664011553554,-21.664011553554,35.1251362832272,39.9068075594641,48.896593174024,38.8148328720126,61.3636251678108,0,
194249.765269286,-0.234730714000762,0.994241500522779,0.936666843688121,0,0.057574656834658,25.9374153224014,25.9374153224014,25.1512186163333,0.620721277882467,1.40704743797704,1.8378376944392,1.49228175029566,-16.4102783500937,-16.4102783500937,36.6069361375196,44.2203565428372,48.6196430660202,38.5482678620028,61.4126974905957,0,
194149.755188204,-0.244811796001159,1.00037604698519,0.951921433018106,0,0.0484546139670839,26.2929568959157,26.2929568959157,25.501793083196,0.55468649852088,1.33505236058403,1.76308474251403,1.55830551597723,12.7987448239764,15.2591415746031,32.1110130512409,40.646879896957,48.5489453899791,38.4879392479779,61.3060894935625,0,
194049.848035117,-0.151964882999891,0.984763665762928,0.942566215908773,0,0.042197449854155,26.6188459462583,26.6188459462583,25.6955372208676,0.769711283407049,1.39901194275908,1.66023268113003,2.33748756482694,-12.5141188824159,18.4105191891888,31.1547690770453,32.677205529609,48.684181701974,38.6335286159883,61.2061561655137,0,
193950.043651211,0.0436512110172771,0.96908462064548,0.925193207155951,0,0.043891413489529,26.7053294991186,26.7053294991186,25.590036888095,0.783914965519643,1.43182463798488,1.68667210295084,2.76811066237015,11.371099662756,20.4199316699317,32.8791933738444,34.2716345896008,48.845883506001,38.8101133659948,61.2346974593238,0,
193850.028575408,0.0285754079814069,0.970943736585193,0.920727186139544,0,0.050216550445649,26.5237965195849,26.5237965195849,25.5881777721553,0.900720295861613,1.5585881502127,1.79244362726953,3.37110212450305,10.668076950742,15.0332733448693,31.0659915235988,34.6558845614197,48.3174080480239,39.4268892940017,61.2703132242314,0,
193749.803491626,-0.196508374006953,0.977817931919518,0.932677186053781,0,0.045140745865737,26.0044793470545,26.0044793470545,26.0044793470545,0.826702122073665,1.37608971800386,1.74661487745194,3.05084076993887,13.8749991695875,13.8749991695875,-28.437529762715,-31.5549511225981,48.5994171280181,39.0502055379911,61.2240334180824,0,
193649.681991803,-0.318008197500603,0.965878568763041,0.92600100889939,0,0.039877559863651,25.4363668078812,25.4363668078812,25.323893206427,0.910695643960136,1.32701000181433,1.70895611325042,3.78933313899887,21.9020472646889,21.9020472646889,-26.1915781852736,-33.0504502256815,48.7757222600048,38.7664513299824,61.1103082400223,0,
193549.976247971,-0.0237520289956592,0.950159793488842,0.909421591267137,0,0.0407382022217051,25.137591023838,25.137591023838,25.0245661201739,0.965877616877832,1.44160349041192,1.67964611260731,3.79123227487122,25.1297203925049,25.1297203925049,25.1297203925049,-33.0582820868131,48.6885402139742,38.689607170003,61.2109797902813,0,
193449.749102362,-0.250897637510207,0.955731476629492,0.909561288535151,0,0.046170188094341,24.7688599504464,24.7687434869773,24.7687434869773,0.942219849005482,1.31926973710426,1.74889642095752,2.65576139516003,-20.6575454884444,-20.6575454884444,26.968661356068,36.389520292056,48.5590027800063,38.8193525900133,61.2981529156968,0,
193349.937392739,-0.0626072610029951,0.977701260554314,0.929250032264961,0,0.0484512282893531,24.6586580902543,24.6586580902543,24.6586580902543,0.80959692693082,1.2867578833663,1.85765372624931,2.32365557284669,19.3718619813069,19.3718619813069,25.3323805536184,42.3035753455451,49.1336730479961,39.1553677860065,61.2950418051041,0,
193249.605770648,-0.394229352008551,0.98326484617403,0.939192602737452,0,0.044072243436578,24.6530945046346,24.6530945046346,24.6530945046346,0.78463220393178,1.33507512700615,1.86702091312483,2.55851370130839,22.3589189894312,22.3589189894312,25.1020848817802,39.0032719336602,48.4193188819918,38.4513678419753,61.1932911106851,0,
193150.000431636,0.000431635999120772,0.978626879787235,0.938112836984509,0,0.040514042802726,24.7438042803638,24.7438042803638,24.7438042803638,0.65927162609787,1.29217384237219,1.69090934537024,2.33438374108429,-20.2258082857725,-20.2258082857725,30.0291062391182,32.4011731497421,49.1516465679742,39.1985234619933,61.2252664858825,0,
193049.876147954,-0.123852045973763,0.986226182867243,0.942480090826762,0,0.043746092040481,25.0145924752195,25.0145924752195,24.8011220871374,0.67487594300647,1.42534435531405,1.72978928125945,1.60516078970004,-18.9312844856829,20.268396633179,37.5893298626409,39.6569465929076,48.8584080939763,38.9110531500191,61.2286724229343,0,
192949.855614501,-0.144385499006603,1.00049603079373,0.952987266757698,0,0.0475087640360321,25.212391078958,25.212391078958,25.212391078958,0.45848580998753,1.25210773939636,1.64410424556928,1.42111168240302,-10.0075743916477,10.9402180004054,32.4829804415685,41.2999375932316,48.7664687299985,38.8294198859949,61.187605698331,0,
192849.938670098,-0.0613299015094526,1.00274625140064,0.953567322033939,0,0.049178929366701,25.4668612770605,25.4668612770605,25.2745697900956,0.58322325646501,1.20316476131618,1.65975187582857,1.75576068023993,10.6711642231289,10.6711642231289,-23.9210777777828,34.2131518378665,48.8817864820012,38.9550277279923,61.1365744361246,0,
192750.125153902,0.125153901986778,0.998425746383957,0.947933154473856,0,0.050492591910101,25.4751665041565,25.4751665041565,25.2788902951122,0.8614906214782,1.29553231668106,1.62576389046274,2.57852817517751,17.9409136875449,17.9409136875449,-26.8573063043448,-28.4893171257522,48.6988981320173,38.786939247977,61.2002398530312,0,
192650.105470076,0.105470076494385,1.00425937169996,0.956734538747546,0,0.0475248329524139,25.1169595410202,25.1169595410202,24.9876138309163,0.83324352703668,1.42544233057422,1.59436393176074,2.75911989964561,21.3538206404849,21.3538206404849,-25.2744793950399,-27.2038592947695,48.4946004219819,39.4047998139868,61.2143665434269,0,
192549.88029491,-0.119705090473872,1.01356356762358,0.972164983637154,0,0.0413985839864259,24.8362254680011,24.8362254680011,24.8362254680011,0.76990901194225,1.41875725590276,1.75339503327211,2.48043431857821,17.6784893852414,17.6784893852414,31.0516474327926,37.0532054951582,49.2310413939995,39.3351207600208,61.1088120819186,0,
192450.068140861,0.0681408614909742,1.00642507750235,0.970772368838915,0,0.035652708663435,24.579481350132,24.579481350132,24.579481350132,0.72982294510854,1.3144062620024,1.94292080640551,2.40640215223619,16.8104063897886,16.8104063897886,-23.4214548454588,42.4413732185826,48.6606464199722,38.7795201960253,61.0354886133573,0,
192349.742469032,-0.25753096799599,0.999856246308677,0.960217814280161,0,0.039638432028516,24.5860501813257,24.5860501813257,24.5687542531698,0.82551573829385,1.22262488284803,1.90856558053371,1.82989260803908,24.2327813401744,24.2327813401744,-24.8917430146435,37.5480257681147,48.6443418720155,38.9772436179919,61.1039334084489,0,
192249.82949365,-0.170506349997595,1.01144449130889,0.96377603116769,0,0.0476684601412001,24.5420109181157,24.5420109181157,24.1400706915605,0.77802738293258,1.37354956314686,1.89068716273914,2.31163321367766,22.7628182658464,22.7628182658464,30.4834595103785,33.9287369882982,48.9753756760038,39.1102762260125,61.2062373178487,0,
192150.020260753,0.0202607529936358,1.02334833942605,0.978702335618531,0,0.044646003807519,24.5301070699986,24.5301070699986,23.7366277509318,0.8251038132118,1.68393290052905,2.05450414077893,2.09179250798808,-22.0976178236697,-22.0976178236697,43.9384732333792,45.8082585415809,49.2201256079716,39.3698146580136,61.1466773733264,0,
192049.699463192,-0.300536807510071,1.01424919817112,0.975139616147401,0,0.0391095820237189,24.761369213341,24.761369213341,23.7457268921868,0.5451257148344,1.51936072300174,2.0967651114168,1.52896983025479,-11.3522443247348,12.854638961096,38.9184797630378,50.8684039687296,48.5803216740023,38.7681213180185,61.0745890553517,0,
191950.097869012,0.0978690120100509,1.00015815338192,0.961464713421573,0,0.0386934399603469,25.1788371164089,25.1788371164089,24.4769561941624,0.70741597073362,1.50629640962325,2.01362959394191,2.01333181402986,11.7830406881581,11.9202783359924,31.0668259569752,42.0569067649012,48.9624583480181,39.132631875982,61.1784328548238,0,
191849.985665917,-0.0143340830109082,1.00815458473636,0.960167455170398,0,0.047987129565962,25.2662022536186,25.2662022536186,24.9867266336873,1.0280768569446,1.59466116750877,1.96746629264691,2.6261505326896,14.9958864186033,23.9629061376718,27.5192502329787,28.6217195875906,49.0827910199878,39.2586887520156,61.3138028077374,0,
191749.977836083,-0.0221639169903938,1.02727471751117,0.979366891191337,0,0.047907826319833,25.118990895155,25.118990895155,25.118990895155,1.18138435655612,1.75820906755825,1.93958232271251,3.42530901017028,17.0157682372064,27.4609165995344,34.4260776154897,34.4260776154897,49.0159417359973,39.2020802220213,61.2413047609734,0,
191650.074216371,0.0742163704999257,1.03128356740201,0.98859154130798,0,0.04269202609403,24.7000025531343,24.7000025531343,24.7000025531343,0.99352966586355,1.70815288411973,1.95324301401178,3.88654116306413,15.3752670741483,15.3752670741483,34.5999211316325,37.9350022502422,48.856215843989,39.0570904419874,61.1641419790976,0,
